date,full_text,lower,cleaned,normalized,stopword,steemed,tokens,text_en,vader_compound,vader_label
2022-06-06,*Update break sesi 1 : $PTBA masih terkunci ARB $TINS &amp; $ANTM jatuh makin dalam ️ https://t.co/1suYL1Uc0r,*update break sesi 1 : $ptba masih terkunci arb $tins &amp; $antm jatuh makin dalam ️ https://t.co/1suyl1uc0r,update break sesi 1 ptba masih terkunci arb tins amp antm jatuh makin dalam,update break sesi 1 ptba masih terkunci arb tins amp antm jatuh makin dalam,update break sesi 1 ptba terkunci arb tins amp antm jatuh makin,update break sesi 1 ptba kunci arb tins amp antm jatuh makin,"['update', 'break', 'sesi', '1', 'ptba', 'kunci', 'arb', 'tins', 'amp', 'antm', 'jatuh', 'makin']","['update', 'break', 'session', '1', 'PTBA', 'Key', 'Arb', 'Tins', 'Amp', 'Antm', 'Falling', 'Falling', 'More']",-0.4404,1
2022-06-08,$TINS Harga ditutup di atas EMA5 10 dan membentuk pola small bullish candle stochastic memasuki zona netral dan MACD histogram convergence positif. Current Price : 1.950 Take Profit 1 : 1.980 Take Profit 2 : 2.010 Cut Loss : &lt; 1.890,$tins harga ditutup di atas ema5 10 dan membentuk pola small bullish candle stochastic memasuki zona netral dan macd histogram convergence positif. current price : 1.950 take profit 1 : 1.980 take profit 2 : 2.010 cut loss : &lt; 1.890,tins harga ditutup di atas ema5 10 dan membentuk pola small bullish candle stochastic memasuki zona netral dan macd histogram convergence positif current price 1950 take profit 1 1980 take profit 2 2010 cut loss lt 1890,tins harga ditutup di atas ema5 10 dan membentuk pola small bullish candle indikator teknikal memasuki zona netral dan macd histogram convergence positif current price 1950 take profit 1 1980 take profit 2 2010 cut loss lt 1890,tins harga ditutup atas ema5 10 membentuk pola small bullish candle indikator teknikal memasuki zona netral macd histogram convergence positif current price 1950 take profit 1 1980 take profit 2 2010 cut loss lt 1890,tins harga tutup atas ema5 10 bentuk pola small bullish candle indikator teknikal pasuk zona netral macd histogram convergence positif current price 1950 take profit 1 1980 take profit 2 2010 cut loss lt 1890,"['tins', 'harga', 'tutup', 'atas', 'ema5', '10', 'bentuk', 'pola', 'small', 'bullish', 'candle', 'indikator', 'teknikal', 'pasuk', 'zona', 'netral', 'macd', 'histogram', 'convergence', 'positif', 'current', 'price', '1950', 'take', 'profit', '1', '1980', 'take', 'profit', '2', '2010', 'cut', 'loss', 'lt', '1890']","['tins', 'price', 'closed', 'above', 'ema5', '10', 'form', 'pattern', 'small', 'bullish', 'candle', 'indicator', 'technical', 'technical', 'Pasuk', 'zone', 'neutral', 'macd', 'Macd', 'Macd', 'Histogram', 'Convergence', 'Positive', 'Current', 'Price' '1950', 'Take', 'Profit', '1', '1980', 'Take', 'Profit', '2', '2010', 'Cut', 'Cut', Loss', 'Lt', '1890']",0.743,2
2022-06-09,Selalu ketinggalan momen $BBHI $TINS,selalu ketinggalan momen $bbhi $tins,selalu ketinggalan momen bbhi tins,selalu ketinggalan momen bbhi tins,selalu ketinggalan momen bbhi tins,selalu tinggal momen bbhi tins,"['selalu', 'tinggal', 'momen', 'bbhi', 'tins']","['Always', 'Living', 'Moment', 'Bbhi', 'Tins']",0.0,0
2022-06-12,$TINS per lembar 61 22,$tins per lembar 61 22,tins per lembar 61 22,tins per lembar 61 22,tins per lembar 61 22,tins per lembar 61 22,"['tins', 'per', 'lembar', '61', '22']","['tins', 'per', 'sheet', '61', '22']",0.0,0
2022-06-17,$TINS Harga ditutup membentuk pola black closing marubozu yang merupakan sinyal bearish continuation stochastic netral dan MACD histogram divergence negatif. Current Price : 1.790 Target Beli : 1.770 Target Harga 1 : 1.825 Target Harga 2 : 1.885,$tins harga ditutup membentuk pola black closing marubozu yang merupakan sinyal bearish continuation stochastic netral dan macd histogram divergence negatif. current price : 1.790 target beli : 1.770 target harga 1 : 1.825 target harga 2 : 1.885,tins harga ditutup membentuk pola black closing marubozu yang merupakan sinyal bearish continuation stochastic netral dan macd histogram divergence negatif current price 1790 target beli 1770 target harga 1 1825 target harga 2 1885,tins harga ditutup membentuk pola black closing marubozu yang merupakan sinyal bearish kelanjutan tren indikator teknikal netral dan macd histogram penyimpangan tren negatif current price 1790 target beli 1770 target harga 1 1825 target harga 2 1885,tins harga ditutup membentuk pola black closing marubozu merupakan sinyal bearish kelanjutan tren indikator teknikal netral macd histogram penyimpangan tren negatif current price 1790 target beli 1770 target harga 1 1825 target harga 2 1885,tins harga tutup bentuk pola black closing marubozu rupa sinyal bearish lanjut tren indikator teknikal netral macd histogram simpang tren negatif current price 1790 target beli 1770 target harga 1 1825 target harga 2 1885,"['tins', 'harga', 'tutup', 'bentuk', 'pola', 'black', 'closing', 'marubozu', 'rupa', 'sinyal', 'bearish', 'lanjut', 'tren', 'indikator', 'teknikal', 'netral', 'macd', 'histogram', 'simpang', 'tren', 'negatif', 'current', 'price', '1790', 'target', 'beli', '1770', 'target', 'harga', '1', '1825', 'target', 'harga', '2', '1885']","['tins', 'price', 'closed', 'form', 'pattern', 'black', 'closing', 'marubozu', 'appearance', 'signal', 'bearish', 'continued', 'trend', 'indicator', 'technical', 'neutral', 'neutral', 'Macd', 'Histogram', 'Simpang', 'Negative', 'Negative', 'Current' '1790', 'target', 'buy', '1770', 'target', 'price', '1', '1825', 'target', 'price', '2', '1885']",-0.4019,1
2022-06-21,21/06/22 $TINS Entry : 1735 sl : &lt;1650 tp 1 : 1880 tp 2 : 1985-1990 https://t.co/Vm1bdR1wPj,21/06/22 $tins entry : 1735 sl : &lt;1650 tp 1 : 1880 tp 2 : 1985-1990 https://t.co/vm1bdr1wpj,210622 tins entry 1735 sl lt1650 tp 1 1880 tp 2 19851990,210622 tins entry 1735 sl lt1650 tapi 1 1880 tapi 2 19851990,210622 tins entry 1735 sl lt1650 1 1880 2 19851990,210622 tins entry 1735 sl lt1650 1 1880 2 19851990,"['210622', 'tins', 'entry', '1735', 'sl', 'lt1650', '1', '1880', '2', '19851990']","['210622', 'tins', 'entry', '1735', 'sl', 'lt1650', '1', '1880', '2', '19851990']",0.128,2
2022-07-04,Terjadi inflasi saham metal di hancurkan duluan bukan nya save heaven ketika inflasi emas ? $ANTM $TINS $MDKA https://t.co/fYUNoN7iH0,terjadi inflasi saham metal di hancurkan duluan bukan nya save heaven ketika inflasi emas ? $antm $tins $mdka https://t.co/fyunon7ih0,terjadi inflasi saham metal di hancurkan duluan bukan nya save heaven ketika inflasi emas antm tins mdka,terjadi inflasi saham metal di hancurkan duluan bukan nya save heaven ketika inflasi emas antm tins mdka,terjadi inflasi saham metal hancurkan duluan bukan nya save heaven inflasi emas antm tins mdka,jadi inflasi saham metal hancur duluan bukan nya save heaven inflasi emas antm tins mdka,"['jadi', 'inflasi', 'saham', 'metal', 'hancur', 'duluan', 'bukan', 'nya', 'save', 'heaven', 'inflasi', 'emas', 'antm', 'tins', 'mdka']","['So', 'inflation', 'stock', 'metal', 'destroyed', 'first', 'not', 'Save', 'Heaven', 'Inflation', 'Gold', 'Gold', 'Antm', 'Tins', 'MDKA']",-0.81,1
2022-07-15,$PGAS $MEDC $ANTM $TINS $BRPT https://t.co/Uj60twcWeI #MisteriBakuTembak #maguire,$pgas $medc $antm $tins $brpt https://t.co/uj60twcwei #misteribakutembak #maguire,pgas medc antm tins brpt misteribakutembak maguire,pgas medc antm tins brpt misteribakutembak maguire,pgas medc antm tins brpt misteribakutembak maguire,pgas medc antm tins brpt misteribakutembak maguire,"['pgas', 'medc', 'antm', 'tins', 'brpt', 'misteribakutembak', 'maguire']","['PGAS', 'Medc', 'Antm', 'Tins', 'Brpt', 'Misteribakutikukak', 'Maguire']",0.0,0
2022-07-19,Sinyal perlawanan naik $TINS Bagaimana analisanya? - Elliott Wave Analysis | Baca konten wavetiga hanya di @TrakteerID https://t.co/HdYSKsxwK7,sinyal perlawanan naik $tins bagaimana analisanya? - elliott wave analysis | baca konten wavetiga hanya di @trakteerid https://t.co/hdysksxwk7,sinyal perlawanan naik tins bagaimana analisanya elliott wave analysis baca konten wavetiga hanya di trakteerid,sinyal perlawanan naik tins bagaimana analisanya elliott wave analysis baca konten wavetiga hanya di trakteerid,sinyal perlawanan naik tins bagaimana analisanya elliott wave analysis baca konten wavetiga di trakteerid,sinyal lawan naik tins bagaimana analisanya elliott wave analysis baca konten wavetiga di trakteerid,"['sinyal', 'lawan', 'naik', 'tins', 'bagaimana', 'analisanya', 'elliott', 'wave', 'analysis', 'baca', 'konten', 'wavetiga', 'di', 'trakteerid']","['signals', 'opponents', 'rise', 'tins', 'how', 'analysis', 'Elliott', 'wave', 'analysis', 'read', 'content', 'content', 'wavetiga', 'in', 'tractheid']",0.3818,2
2022-08-10,$TINS Rekomendasi : Buy Time Horizon 1 - 5 hari Dari sisi sumber daya pada 2021 TINS memiliki 919 ribu ton sumber daya terdiri dari 542 ribu ton di darat dan 466 ribu ton di laut. Cadangan TINS di 2021 tercatat sebesar 300 ribu ton atau naik 6% dibanding tahun sebelumnya.,$tins rekomendasi : buy time horizon 1 - 5 hari dari sisi sumber daya pada 2021 tins memiliki 919 ribu ton sumber daya terdiri dari 542 ribu ton di darat dan 466 ribu ton di laut. cadangan tins di 2021 tercatat sebesar 300 ribu ton atau naik 6% dibanding tahun sebelumnya.,tins rekomendasi buy time horizon 1 5 hari dari sisi sumber daya pada 2021 tins memiliki 919 ribu ton sumber daya terdiri dari 542 ribu ton di darat dan 466 ribu ton di laut cadangan tins di 2021 tercatat sebesar 300 ribu ton atau naik 6 dibanding tahun sebelumnya,tins rekomendasi buy time horizon 1 5 hari dari sisi sumber daya pada 2021 tins memiliki 919 ribu ton sumber daya terdiri dari 542 ribu ton di darat dan 466 ribu ton di laut cadangan tins di 2021 tercatat sebesar 300 ribu ton atau naik 6 dibanding tahun sebelumnya,tins rekomendasi buy time horizon 1 5 hari sisi sumber daya 2021 tins memiliki 919 ribu ton sumber daya terdiri 542 ribu ton darat 466 ribu ton laut cadangan tins 2021 tercatat sebesar 300 ribu ton naik 6 dibanding tahun sebelumnya,tins rekomendasi buy time horizon 1 5 hari sisi sumber daya 2021 tins milik 919 ribu ton sumber daya diri 542 ribu ton darat 466 ribu ton laut cadang tins 2021 catat besar 300 ribu ton naik 6 banding tahun belum,"['tins', 'rekomendasi', 'buy', 'time', 'horizon', '1', '5', 'hari', 'sisi', 'sumber', 'daya', '2021', 'tins', 'milik', '919', 'ribu', 'ton', 'sumber', 'daya', 'diri', '542', 'ribu', 'ton', 'darat', '466', 'ribu', 'ton', 'laut', 'cadang', 'tins', '2021', 'catat', 'besar', '300', 'ribu', 'ton', 'naik', '6', 'banding', 'tahun', 'belum']","['tins',' recommendations', 'buy', 'time', 'horizon', '1', '5', 'day', 'Side', 'Source', 'Power', '2021', 'Tins',' Owned ',' 919 ',' Thousand ',' Ton ',' Source ',' Power ',' '466', 'thousand', 'tons', 'sea', 'spare parts', 'tins', '2021', 'record', 'big', '300', 'thousand', 'ton', 'ton', 'rise', '6', '6', 'Appeal', 'Year', 'not']",0.7579,2
2022-08-10,$TINS Harga ditutup di atas EMA5 10 dan membentuk pola white opening marubozu yang merupakan sinyal bullish continuation stochastic overbought dan MACD histogram divergence positif. Current Price : 1.555 Target Harga 1 : 1.580 Target Harga 2 : 1.605 Cut Loss : &lt; 1.505,$tins harga ditutup di atas ema5 10 dan membentuk pola white opening marubozu yang merupakan sinyal bullish continuation stochastic overbought dan macd histogram divergence positif. current price : 1.555 target harga 1 : 1.580 target harga 2 : 1.605 cut loss : &lt; 1.505,tins harga ditutup di atas ema5 10 dan membentuk pola white opening marubozu yang merupakan sinyal bullish continuation stochastic overbought dan macd histogram divergence positif current price 1555 target harga 1 1580 target harga 2 1605 cut loss lt 1505,tins harga ditutup di atas ema5 10 dan membentuk pola white opening marubozu yang merupakan sinyal bullish kelanjutan tren indikator teknikal overbought dan macd histogram penyimpangan tren positif current price 1555 target harga 1 1580 target harga 2 1605 cut loss lt 1505,tins harga ditutup atas ema5 10 membentuk pola white opening marubozu merupakan sinyal bullish kelanjutan tren indikator teknikal overbought macd histogram penyimpangan tren positif current price 1555 target harga 1 1580 target harga 2 1605 cut loss lt 1505,tins harga tutup atas ema5 10 bentuk pola white opening marubozu rupa sinyal bullish lanjut tren indikator teknikal overbought macd histogram simpang tren positif current price 1555 target harga 1 1580 target harga 2 1605 cut loss lt 1505,"['tins', 'harga', 'tutup', 'atas', 'ema5', '10', 'bentuk', 'pola', 'white', 'opening', 'marubozu', 'rupa', 'sinyal', 'bullish', 'lanjut', 'tren', 'indikator', 'teknikal', 'overbought', 'macd', 'histogram', 'simpang', 'tren', 'positif', 'current', 'price', '1555', 'target', 'harga', '1', '1580', 'target', 'harga', '2', '1605', 'cut', 'loss', 'lt', '1505']","['tins', 'price', 'closed', 'above', 'ema5', '10', 'form', 'pattern', 'white', 'opening', 'marubozu', 'appearance', 'signal', 'bullish', 'continued', 'trend', 'indicator', 'technical', 'overbought' 'Trends', 'positive', 'current', 'price', '1555', 'target', 'price', '1', '1580', 'target', 'price', '2', '1605', 'Cut', 'Loss', 'Lt', '1505']",0.296,2
2022-09-02,Laba Bersih $TINS di 1H22 sebesar Rp 1 08 triliun naik 301% vs. 1H21. Pendapatan naik 27% menjadi Rp 7 47 triliun vs. 5 87 triliun di 1H21 Laba operasi naik 127% menjadi 1 42 triliun dan EBITDA naik 82% menjadi Rp 1 9 triliun. #Bebipinter #Bebasversigue,laba bersih $tins di 1h22 sebesar rp 1 08 triliun naik 301% vs. 1h21. pendapatan naik 27% menjadi rp 7 47 triliun vs. 5 87 triliun di 1h21 laba operasi naik 127% menjadi 1 42 triliun dan ebitda naik 82% menjadi rp 1 9 triliun. #bebipinter #bebasversigue,laba bersih tins di 1h22 sebesar rp 1 08 triliun naik 301 vs 1h21 pendapatan naik 27 menjadi rp 7 47 triliun vs 5 87 triliun di 1h21 laba operasi naik 127 menjadi 1 42 triliun dan ebitda naik 82 menjadi rp 1 9 triliun bebipinter bebasversigue,laba bersih tins di 1h22 sebesar rp 1 08 triliun naik 301 vs 1h21 pendapatan naik 27 menjadi rp 7 47 triliun vs 5 87 triliun di 1h21 laba operasi naik 127 menjadi 1 42 triliun dan ebitda naik 82 menjadi rp 1 9 triliun bebipinter bebasversigue,laba bersih tins 1h22 sebesar rp 1 08 triliun naik 301 vs 1h21 pendapatan naik 27 menjadi rp 7 47 triliun vs 5 87 triliun 1h21 laba operasi naik 127 menjadi 1 42 triliun ebitda naik 82 menjadi rp 1 9 triliun bebipinter bebasversigue,laba bersih tins 1h22 besar rp 1 08 triliun naik 301 vs 1h21 dapat naik 27 jadi rp 7 47 triliun vs 5 87 triliun 1h21 laba operasi naik 127 jadi 1 42 triliun ebitda naik 82 jadi rp 1 9 triliun bebipinter bebasversigue,"['laba', 'bersih', 'tins', '1h22', 'besar', 'rp', '1', '08', 'triliun', 'naik', '301', 'vs', '1h21', 'dapat', 'naik', '27', 'jadi', 'rp', '7', '47', 'triliun', 'vs', '5', '87', 'triliun', '1h21', 'laba', 'operasi', 'naik', '127', 'jadi', '1', '42', 'triliun', 'ebitda', 'naik', '82', 'jadi', 'rp', '1', '9', 'triliun', 'bebipinter', 'bebasversigue']","['profit', 'clean', 'tins', '1h22', 'big', 'Rp', '1', '08', 'trillion', 'rise', '301', 'vs', '1H21', 'can', 'rise', '27', 'So', 'RP', '7', '47', 'Trillion', 'Vs', '5' 'Trillion', '1H21', 'profit', 'operation', 'rising', '127', 'So', '1', '42', 'Trillion', 'Ebitda', 'Rise', '82', '82', 'So', 'RP', '1', '9', '9', 'Trillion', 'Bebipinter', 'Free.",0.9559,2
2022-09-06,PEFINDO beri peringkat idA prospek stabil untuk $TINS karena berencana melunasi Obligasi Berkelanjutan Fase I Seri B dan Sukuk Ijarah Berkelanjutan Fase I Seri B yang jatuh pada 28 Sept'22 sebesar Rp 744 miliar dengan menggunakan kas internal atau pendanaan eksternal,pefindo beri peringkat ida prospek stabil untuk $tins karena berencana melunasi obligasi berkelanjutan fase i seri b dan sukuk ijarah berkelanjutan fase i seri b yang jatuh pada 28 sept'22 sebesar rp 744 miliar dengan menggunakan kas internal atau pendanaan eksternal,pefindo beri peringkat ida prospek stabil untuk tins karena berencana melunasi obligasi berkelanjutan fase i seri b dan sukuk ijarah berkelanjutan fase i seri b yang jatuh pada 28 sept22 sebesar rp 744 miliar dengan menggunakan kas internal atau pendanaan eksternal,pefindo beri peringkat ida prospek stabil untuk tins karena berencana melunasi obligasi berkelanjutan fase i seri b dan obligasi syariah ijarah berkelanjutan fase i seri b yang jatuh pada 28 sept22 sebesar rp 744 miliar dengan menggunakan kas internal atau pendanaan eksternal,pefindo beri peringkat ida prospek stabil tins berencana melunasi obligasi berkelanjutan fase i seri b obligasi syariah ijarah berkelanjutan fase i seri b jatuh 28 sept22 sebesar rp 744 miliar menggunakan kas internal pendanaan eksternal,pefindo beri peringkat ida prospek stabil tins rencana lunas obligasi lanjut fase i seri b obligasi syariah ijarah lanjut fase i seri b jatuh 28 sept22 besar rp 744 miliar guna kas internal dana eksternal,"['pefindo', 'beri', 'peringkat', 'ida', 'prospek', 'stabil', 'tins', 'rencana', 'lunas', 'obligasi', 'lanjut', 'fase', 'i', 'seri', 'b', 'obligasi', 'syariah', 'ijarah', 'lanjut', 'fase', 'i', 'seri', 'b', 'jatuh', '28', 'sept22', 'besar', 'rp', '744', 'miliar', 'guna', 'kas', 'internal', 'dana', 'eksternal']","['pefindo', 'give', 'rank', 'ida', 'prospect', 'stable', 'tins',' plan ',' paid off ',' bonds', 'continued', 'phase', 'I', 'series',' b ',' bond ',' bond ',' sharia ',' Ijarah ',' '28', 'Sept22', 'Big', 'RP', '744', 'billion', 'Guna', 'Cash', 'Internal', 'Internal', 'Dana', 'External']",0.5574,2
2022-09-07,$TINS Harga ditutup di atas EMA5 10 dan membentuk pola doji yang merupakan sinyal indecision stochastic netral dan MACD histogram divergence positif. Current Price : 1.530 Target Harga 1 : 1.545 Target Harga 2 : 1.560 Cut Loss : &lt; 1.500,$tins harga ditutup di atas ema5 10 dan membentuk pola doji yang merupakan sinyal indecision stochastic netral dan macd histogram divergence positif. current price : 1.530 target harga 1 : 1.545 target harga 2 : 1.560 cut loss : &lt; 1.500,tins harga ditutup di atas ema5 10 dan membentuk pola doji yang merupakan sinyal indecision stochastic netral dan macd histogram divergence positif current price 1530 target harga 1 1545 target harga 2 1560 cut loss lt 1500,tins harga ditutup di atas ema5 10 dan membentuk pola doji yang merupakan sinyal indecision indikator teknikal netral dan macd histogram penyimpangan tren positif current price 1530 target harga 1 1545 target harga 2 1560 cut loss lt 1500,tins harga ditutup atas ema5 10 membentuk pola doji merupakan sinyal indecision indikator teknikal netral macd histogram penyimpangan tren positif current price 1530 target harga 1 1545 target harga 2 1560 cut loss lt 1500,tins harga tutup atas ema5 10 bentuk pola doji rupa sinyal indecision indikator teknikal netral macd histogram simpang tren positif current price 1530 target harga 1 1545 target harga 2 1560 cut loss lt 1500,"['tins', 'harga', 'tutup', 'atas', 'ema5', '10', 'bentuk', 'pola', 'doji', 'rupa', 'sinyal', 'indecision', 'indikator', 'teknikal', 'netral', 'macd', 'histogram', 'simpang', 'tren', 'positif', 'current', 'price', '1530', 'target', 'harga', '1', '1545', 'target', 'harga', '2', '1560', 'cut', 'loss', 'lt', '1500']","['tins', 'price', 'closed', 'above', 'ema5', '10', 'form', 'patterns', 'doji', 'appearance', 'signal', 'indecision', 'indicators', 'technical', 'neutral', 'macd', 'histogram', 'intersection', 'trend', 'positive', 'current', 'current', 'price', 'indicator', 'technical' 'target', 'prices', '1', '1545', 'target', 'prices', '2', '1560', 'Cut', 'Loss', 'Lt', '1500']",-0.1027,1
